cell	prediction	probability	sample
HG002x01PE20301	0	0.2451	HG002x01
HG002x01PE20302	0	0.0	HG002x01
HG002x01PE20303	1	0.905	HG002x01
HG002x01PE20304	0	0.0001	HG002x01
HG002x01PE20305	0	0.2682	HG002x01
HG002x01PE20306	1	0.8957	HG002x01
HG002x01PE20307	0	0.0085	HG002x01
HG002x01PE20308	1	0.9033	HG002x01
HG002x01PE20309	0	0.0605	HG002x01
HG002x01PE20310	0	0.0233	HG002x01
HG002x01PE20311	0	0.3283	HG002x01
HG002x01PE20312	0	0.0195	HG002x01
HG002x01PE20313	0	0.0513	HG002x01
HG002x01PE20314	0	0.0	HG002x01
HG002x01PE20315	1	0.8081	HG002x01
HG002x01PE20316	0	0.0	HG002x01
HG002x01PE20317	1	0.6084	HG002x01
HG002x01PE20318	1	0.8031	HG002x01
HG002x01PE20319	1	0.8606	HG002x01
HG002x01PE20320	0	0.4193	HG002x01
HG002x01PE20321	0	0.048	HG002x01
HG002x01PE20322	0	0.0	HG002x01
HG002x01PE20323	1	0.798	HG002x01
HG002x01PE20324	0	0.0596	HG002x01
HG002x01PE20325	1	0.8559	HG002x01
HG002x01PE20326	0	0.4452	HG002x01
HG002x01PE20327	1	0.9291	HG002x01
HG002x01PE20328	1	0.789	HG002x01
HG002x01PE20329	1	0.8842	HG002x01
HG002x01PE20330	1	0.572	HG002x01
HG002x01PE20331	1	0.9279	HG002x01
HG002x01PE20332	1	0.5434	HG002x01
HG002x01PE20333	0	0.0683	HG002x01
HG002x01PE20334	1	0.8845	HG002x01
HG002x01PE20335	1	0.88	HG002x01
HG002x01PE20336	1	0.8601	HG002x01
HG002x01PE20337	1	0.9332	HG002x01
HG002x01PE20338	1	0.751	HG002x01
HG002x01PE20339	1	0.8819	HG002x01
HG002x01PE20340	1	0.8943	HG002x01
HG002x01PE20341	0	0.2704	HG002x01
HG002x01PE20342	1	0.9402	HG002x01
HG002x01PE20343	1	0.8989	HG002x01
HG002x01PE20344	0	0.0	HG002x01
HG002x01PE20345	1	0.8863	HG002x01
HG002x01PE20346	0	0.0	HG002x01
HG002x01PE20347	1	0.8887	HG002x01
HG002x01PE20348	0	0.0164	HG002x01
HG002x01PE20349	0	0.0209	HG002x01
HG002x01PE20350	1	0.9166	HG002x01
HG002x01PE20351	1	0.9173	HG002x01
HG002x01PE20352	1	0.8727	HG002x01
HG002x01PE20353	1	0.6567	HG002x01
HG002x01PE20354	0	0.0955	HG002x01
HG002x01PE20355	0	0.2637	HG002x01
HG002x01PE20356	1	0.8818	HG002x01
HG002x01PE20357	1	0.8919	HG002x01
HG002x01PE20358	1	0.9112	HG002x01
HG002x01PE20359	1	0.8896	HG002x01
HG002x01PE20360	0	0.0	HG002x01
HG002x01PE20361	1	0.8947	HG002x01
HG002x01PE20362	1	0.8956	HG002x01
HG002x01PE20363	0	0.0011	HG002x01
HG002x01PE20364	1	0.905	HG002x01
HG002x01PE20365	0	0.0	HG002x01
HG002x01PE20366	0	0.0001	HG002x01
HG002x01PE20367	0	0.1325	HG002x01
HG002x01PE20368	1	0.8953	HG002x01
HG002x01PE20369	0	0.0	HG002x01
HG002x01PE20370	0	0.4881	HG002x01
HG002x01PE20371	1	0.6042	HG002x01
HG002x01PE20372	1	0.8146	HG002x01
HG002x01PE20373	1	0.8582	HG002x01
HG002x01PE20374	1	0.909	HG002x01
HG002x01PE20375	0	0.1742	HG002x01
HG002x01PE20376	1	0.9193	HG002x01
HG002x01PE20377	1	0.9	HG002x01
HG002x01PE20378	1	0.8999	HG002x01
HG002x01PE20379	0	0.175	HG002x01
HG002x01PE20380	1	0.6902	HG002x01
HG002x01PE20381	1	0.9071	HG002x01
HG002x01PE20382	0	0.0011	HG002x01
HG002x01PE20383	1	0.5741	HG002x01
HG002x01PE20384	0	0.0	HG002x01
HG002x01PE20385	0	0.0	HG002x01
HG002x01PE20386	0	0.0	HG002x01
HG002x01PE20387	1	0.8976	HG002x01
HG002x01PE20388	1	0.9171	HG002x01
HG002x01PE20389	1	0.8398	HG002x01
HG002x01PE20390	0	0.3583	HG002x01
HG002x01PE20391	1	0.8686	HG002x01
HG002x01PE20392	1	0.8794	HG002x01
HG002x01PE20393	1	0.7896	HG002x01
HG002x01PE20394	0	0.0	HG002x01
HG002x01PE20395	1	0.7926	HG002x01
HG002x01PE20396	0	0.0	HG002x01
