cell	prediction	probability	sample
HG02587x02PE20301	1	0.8674	HG02587x02
HG02587x02PE20302	0	0.0	HG02587x02
HG02587x02PE20303	0	0.0	HG02587x02
HG02587x02PE20304	1	0.6135	HG02587x02
HG02587x02PE20305	1	0.9118	HG02587x02
HG02587x02PE20306	1	0.8612	HG02587x02
HG02587x02PE20307	0	0.1088	HG02587x02
HG02587x02PE20308	1	0.7455	HG02587x02
HG02587x02PE20309	1	0.8493	HG02587x02
HG02587x02PE20310	1	0.8116	HG02587x02
HG02587x02PE20311	0	0.0	HG02587x02
HG02587x02PE20312	1	0.826	HG02587x02
HG02587x02PE20313	1	0.9055	HG02587x02
HG02587x02PE20314	1	0.8777	HG02587x02
HG02587x02PE20315	1	0.7004	HG02587x02
HG02587x02PE20316	0	0.0541	HG02587x02
HG02587x02PE20317	1	0.7409	HG02587x02
HG02587x02PE20318	1	0.9059	HG02587x02
HG02587x02PE20319	0	0.0	HG02587x02
HG02587x02PE20320	1	0.8213	HG02587x02
HG02587x02PE20321	1	0.5986	HG02587x02
HG02587x02PE20322	1	0.9002	HG02587x02
HG02587x02PE20323	0	0.0147	HG02587x02
HG02587x02PE20324	0	0.2898	HG02587x02
HG02587x02PE20325	1	0.8712	HG02587x02
HG02587x02PE20326	1	0.8403	HG02587x02
HG02587x02PE20327	0	0.0	HG02587x02
HG02587x02PE20328	1	0.8269	HG02587x02
HG02587x02PE20329	0	0.3631	HG02587x02
HG02587x02PE20330	1	0.8636	HG02587x02
HG02587x02PE20331	1	0.8916	HG02587x02
HG02587x02PE20332	0	0.0598	HG02587x02
HG02587x02PE20333	1	0.8441	HG02587x02
HG02587x02PE20334	1	0.8588	HG02587x02
HG02587x02PE20335	0	0.04	HG02587x02
HG02587x02PE20336	1	0.8904	HG02587x02
HG02587x02PE20337	1	0.8513	HG02587x02
HG02587x02PE20338	1	0.8014	HG02587x02
HG02587x02PE20339	0	0.0519	HG02587x02
HG02587x02PE20340	0	0.012	HG02587x02
HG02587x02PE20341	1	0.8214	HG02587x02
HG02587x02PE20342	1	0.5966	HG02587x02
HG02587x02PE20343	0	0.0112	HG02587x02
HG02587x02PE20344	1	0.8495	HG02587x02
HG02587x02PE20345	1	0.8493	HG02587x02
HG02587x02PE20346	1	0.9003	HG02587x02
HG02587x02PE20347	1	0.5695	HG02587x02
HG02587x02PE20348	0	0.0228	HG02587x02
HG02587x02PE20349	1	0.8942	HG02587x02
HG02587x02PE20350	1	0.7205	HG02587x02
HG02587x02PE20351	1	0.9303	HG02587x02
HG02587x02PE20352	1	0.5606	HG02587x02
HG02587x02PE20353	1	0.8889	HG02587x02
HG02587x02PE20354	0	0.0	HG02587x02
HG02587x02PE20355	0	0.2054	HG02587x02
HG02587x02PE20356	0	0.0243	HG02587x02
HG02587x02PE20357	1	0.8424	HG02587x02
HG02587x02PE20358	1	0.8458	HG02587x02
HG02587x02PE20359	1	0.8574	HG02587x02
HG02587x02PE20360	1	0.8697	HG02587x02
HG02587x02PE20361	1	0.8734	HG02587x02
HG02587x02PE20362	0	0.0	HG02587x02
HG02587x02PE20363	0	0.0079	HG02587x02
HG02587x02PE20364	1	0.8732	HG02587x02
HG02587x02PE20365	1	0.8898	HG02587x02
HG02587x02PE20366	1	0.6282	HG02587x02
HG02587x02PE20367	1	0.8999	HG02587x02
HG02587x02PE20368	1	0.8262	HG02587x02
HG02587x02PE20369	1	0.8756	HG02587x02
HG02587x02PE20370	0	0.0	HG02587x02
HG02587x02PE20371	0	0.0126	HG02587x02
HG02587x02PE20372	0	0.0626	HG02587x02
HG02587x02PE20373	1	0.8	HG02587x02
HG02587x02PE20374	1	0.8431	HG02587x02
HG02587x02PE20375	1	0.8827	HG02587x02
HG02587x02PE20376	1	0.8606	HG02587x02
HG02587x02PE20377	1	0.826	HG02587x02
HG02587x02PE20378	0	0.0	HG02587x02
HG02587x02PE20379	0	0.0088	HG02587x02
HG02587x02PE20380	0	0.0409	HG02587x02
HG02587x02PE20381	1	0.8527	HG02587x02
HG02587x02PE20382	0	0.0001	HG02587x02
HG02587x02PE20383	1	0.7981	HG02587x02
HG02587x02PE20384	1	0.8492	HG02587x02
HG02587x02PE20385	1	0.9054	HG02587x02
HG02587x02PE20386	0	0.0	HG02587x02
HG02587x02PE20387	0	0.004	HG02587x02
HG02587x02PE20388	0	0.0271	HG02587x02
HG02587x02PE20389	1	0.893	HG02587x02
HG02587x02PE20390	0	0.3299	HG02587x02
HG02587x02PE20391	1	0.8434	HG02587x02
HG02587x02PE20392	1	0.8637	HG02587x02
HG02587x02PE20393	0	0.1315	HG02587x02
HG02587x02PE20394	0	0.0	HG02587x02
HG02587x02PE20395	0	0.0583	HG02587x02
HG02587x02PE20396	0	0.0001	HG02587x02
