cell	prediction	probability	sample
GM18534Bx02PE20301	1	0.9129	GM18534Bx02
GM18534Bx02PE20302	1	0.9089	GM18534Bx02
GM18534Bx02PE20303	1	0.7013	GM18534Bx02
GM18534Bx02PE20304	1	0.9099	GM18534Bx02
GM18534Bx02PE20305	0	0.0	GM18534Bx02
GM18534Bx02PE20306	1	0.8596	GM18534Bx02
GM18534Bx02PE20307	0	0.0	GM18534Bx02
GM18534Bx02PE20308	1	0.9173	GM18534Bx02
GM18534Bx02PE20309	1	0.8727	GM18534Bx02
GM18534Bx02PE20310	0	0.287	GM18534Bx02
GM18534Bx02PE20311	1	0.8966	GM18534Bx02
GM18534Bx02PE20312	1	0.8767	GM18534Bx02
GM18534Bx02PE20313	1	0.8483	GM18534Bx02
GM18534Bx02PE20314	1	0.8635	GM18534Bx02
GM18534Bx02PE20315	0	0.0	GM18534Bx02
GM18534Bx02PE20316	1	0.8845	GM18534Bx02
GM18534Bx02PE20317	1	0.8749	GM18534Bx02
GM18534Bx02PE20318	0	0.0	GM18534Bx02
GM18534Bx02PE20319	0	0.2189	GM18534Bx02
GM18534Bx02PE20320	1	0.9216	GM18534Bx02
GM18534Bx02PE20321	1	0.8779	GM18534Bx02
GM18534Bx02PE20322	1	0.8654	GM18534Bx02
GM18534Bx02PE20323	1	0.7622	GM18534Bx02
GM18534Bx02PE20324	1	0.928	GM18534Bx02
GM18534Bx02PE20325	1	0.932	GM18534Bx02
GM18534Bx02PE20326	0	0.0	GM18534Bx02
GM18534Bx02PE20327	1	0.925	GM18534Bx02
GM18534Bx02PE20328	0	0.0002	GM18534Bx02
GM18534Bx02PE20329	1	0.9232	GM18534Bx02
GM18534Bx02PE20330	1	0.8848	GM18534Bx02
GM18534Bx02PE20331	1	0.9043	GM18534Bx02
GM18534Bx02PE20332	1	0.9147	GM18534Bx02
GM18534Bx02PE20333	1	0.863	GM18534Bx02
GM18534Bx02PE20334	1	0.7328	GM18534Bx02
GM18534Bx02PE20335	1	0.9175	GM18534Bx02
GM18534Bx02PE20336	1	0.9186	GM18534Bx02
GM18534Bx02PE20337	1	0.7428	GM18534Bx02
GM18534Bx02PE20338	1	0.8457	GM18534Bx02
GM18534Bx02PE20339	0	0.0	GM18534Bx02
GM18534Bx02PE20340	1	0.8759	GM18534Bx02
GM18534Bx02PE20341	1	0.9147	GM18534Bx02
GM18534Bx02PE20342	0	0.0	GM18534Bx02
GM18534Bx02PE20343	0	0.0021	GM18534Bx02
GM18534Bx02PE20344	1	0.8832	GM18534Bx02
GM18534Bx02PE20345	1	0.9008	GM18534Bx02
GM18534Bx02PE20346	1	0.8962	GM18534Bx02
GM18534Bx02PE20347	0	0.2585	GM18534Bx02
GM18534Bx02PE20348	1	0.7632	GM18534Bx02
GM18534Bx02PE20349	1	0.9173	GM18534Bx02
GM18534Bx02PE20350	1	0.9196	GM18534Bx02
GM18534Bx02PE20351	0	0.0253	GM18534Bx02
GM18534Bx02PE20352	0	0.3781	GM18534Bx02
GM18534Bx02PE20353	1	0.9217	GM18534Bx02
GM18534Bx02PE20354	1	0.9245	GM18534Bx02
GM18534Bx02PE20355	1	0.9286	GM18534Bx02
GM18534Bx02PE20356	1	0.7519	GM18534Bx02
GM18534Bx02PE20357	1	0.8995	GM18534Bx02
GM18534Bx02PE20358	0	0.0	GM18534Bx02
GM18534Bx02PE20359	1	0.6084	GM18534Bx02
GM18534Bx02PE20360	0	0.0849	GM18534Bx02
GM18534Bx02PE20361	1	0.6105	GM18534Bx02
GM18534Bx02PE20362	1	0.9108	GM18534Bx02
GM18534Bx02PE20363	1	0.9325	GM18534Bx02
GM18534Bx02PE20364	0	0.4691	GM18534Bx02
GM18534Bx02PE20365	1	0.8933	GM18534Bx02
GM18534Bx02PE20366	0	0.1953	GM18534Bx02
GM18534Bx02PE20367	0	0.0	GM18534Bx02
GM18534Bx02PE20368	1	0.9457	GM18534Bx02
GM18534Bx02PE20369	1	0.9328	GM18534Bx02
GM18534Bx02PE20370	0	0.2145	GM18534Bx02
GM18534Bx02PE20371	1	0.8937	GM18534Bx02
GM18534Bx02PE20372	1	0.9458	GM18534Bx02
GM18534Bx02PE20373	1	0.9104	GM18534Bx02
GM18534Bx02PE20374	0	0.0	GM18534Bx02
GM18534Bx02PE20375	1	0.9376	GM18534Bx02
GM18534Bx02PE20376	1	0.9067	GM18534Bx02
GM18534Bx02PE20377	1	0.9039	GM18534Bx02
GM18534Bx02PE20378	0	0.426	GM18534Bx02
GM18534Bx02PE20379	1	0.8948	GM18534Bx02
GM18534Bx02PE20380	1	0.7351	GM18534Bx02
GM18534Bx02PE20381	1	0.9287	GM18534Bx02
GM18534Bx02PE20382	1	0.8478	GM18534Bx02
GM18534Bx02PE20383	1	0.9785	GM18534Bx02
GM18534Bx02PE20384	1	0.8954	GM18534Bx02
GM18534Bx02PE20385	1	0.8125	GM18534Bx02
GM18534Bx02PE20386	1	0.5269	GM18534Bx02
GM18534Bx02PE20387	1	0.8965	GM18534Bx02
GM18534Bx02PE20388	0	0.3896	GM18534Bx02
GM18534Bx02PE20389	1	0.8962	GM18534Bx02
GM18534Bx02PE20390	0	0.302	GM18534Bx02
GM18534Bx02PE20391	1	0.9471	GM18534Bx02
GM18534Bx02PE20392	0	0.3311	GM18534Bx02
GM18534Bx02PE20393	1	0.9535	GM18534Bx02
GM18534Bx02PE20394	1	0.8913	GM18534Bx02
GM18534Bx02PE20395	0	0.0066	GM18534Bx02
GM18534Bx02PE20396	1	0.9117	GM18534Bx02
