cell	prediction	probability	sample
HG03683x01PE20401	1	0.8748	HG03683x01
HG03683x01PE20402	0	0.458	HG03683x01
HG03683x01PE20403	0	0.0063	HG03683x01
HG03683x01PE20404	1	0.9362	HG03683x01
HG03683x01PE20405	1	0.8977	HG03683x01
HG03683x01PE20406	1	0.7008	HG03683x01
HG03683x01PE20407	0	0.0	HG03683x01
HG03683x01PE20408	0	0.37	HG03683x01
HG03683x01PE20409	1	0.9184	HG03683x01
HG03683x01PE20410	1	0.8775	HG03683x01
HG03683x01PE20411	1	0.8837	HG03683x01
HG03683x01PE20412	0	0.2266	HG03683x01
HG03683x01PE20413	1	0.8512	HG03683x01
HG03683x01PE20414	1	0.8347	HG03683x01
HG03683x01PE20415	1	0.8995	HG03683x01
HG03683x01PE20416	1	0.8275	HG03683x01
HG03683x01PE20417	0	0.0	HG03683x01
HG03683x01PE20418	1	0.9112	HG03683x01
HG03683x01PE20419	1	0.9176	HG03683x01
HG03683x01PE20420	1	0.8446	HG03683x01
HG03683x01PE20421	1	0.8799	HG03683x01
HG03683x01PE20422	0	0.1181	HG03683x01
HG03683x01PE20423	1	0.8826	HG03683x01
HG03683x01PE20424	1	0.7993	HG03683x01
HG03683x01PE20425	0	0.2075	HG03683x01
HG03683x01PE20426	1	0.9352	HG03683x01
HG03683x01PE20427	0	0.0	HG03683x01
HG03683x01PE20428	1	0.8493	HG03683x01
HG03683x01PE20429	1	0.8299	HG03683x01
HG03683x01PE20430	0	0.0003	HG03683x01
HG03683x01PE20431	1	0.8004	HG03683x01
HG03683x01PE20432	1	0.6857	HG03683x01
HG03683x01PE20433	1	0.9233	HG03683x01
HG03683x01PE20434	0	0.0043	HG03683x01
HG03683x01PE20435	1	0.9151	HG03683x01
HG03683x01PE20436	0	0.1909	HG03683x01
HG03683x01PE20437	0	0.0322	HG03683x01
HG03683x01PE20438	1	0.9116	HG03683x01
HG03683x01PE20439	1	0.8771	HG03683x01
HG03683x01PE20440	1	0.9163	HG03683x01
HG03683x01PE20441	1	0.9471	HG03683x01
HG03683x01PE20442	1	0.8851	HG03683x01
HG03683x01PE20443	1	0.9807	HG03683x01
HG03683x01PE20444	0	0.0628	HG03683x01
HG03683x01PE20445	1	0.6924	HG03683x01
HG03683x01PE20446	0	0.0011	HG03683x01
HG03683x01PE20447	1	0.9106	HG03683x01
HG03683x01PE20448	1	0.9206	HG03683x01
HG03683x01PE20449	1	0.9062	HG03683x01
HG03683x01PE20450	0	0.0	HG03683x01
HG03683x01PE20451	0	0.0279	HG03683x01
HG03683x01PE20452	1	0.9154	HG03683x01
HG03683x01PE20453	0	0.0596	HG03683x01
HG03683x01PE20454	1	0.9138	HG03683x01
HG03683x01PE20455	1	0.904	HG03683x01
HG03683x01PE20456	0	0.0919	HG03683x01
HG03683x01PE20457	0	0.075	HG03683x01
HG03683x01PE20458	0	0.0	HG03683x01
HG03683x01PE20459	0	0.0659	HG03683x01
HG03683x01PE20460	1	0.9265	HG03683x01
HG03683x01PE20461	0	0.1685	HG03683x01
HG03683x01PE20462	1	0.9009	HG03683x01
HG03683x01PE20463	1	0.8085	HG03683x01
HG03683x01PE20464	1	0.8987	HG03683x01
HG03683x01PE20465	1	0.679	HG03683x01
HG03683x01PE20466	1	0.7415	HG03683x01
HG03683x01PE20467	1	0.735	HG03683x01
HG03683x01PE20468	1	0.906	HG03683x01
HG03683x01PE20469	0	0.0214	HG03683x01
HG03683x01PE20470	1	0.8772	HG03683x01
HG03683x01PE20471	1	0.7835	HG03683x01
HG03683x01PE20472	0	0.0192	HG03683x01
HG03683x01PE20473	1	0.8499	HG03683x01
HG03683x01PE20474	0	0.0817	HG03683x01
HG03683x01PE20475	0	0.0	HG03683x01
HG03683x01PE20476	1	0.8864	HG03683x01
HG03683x01PE20477	1	0.7566	HG03683x01
HG03683x01PE20478	0	0.3209	HG03683x01
HG03683x01PE20479	1	0.9153	HG03683x01
HG03683x01PE20480	0	0.0721	HG03683x01
HG03683x01PE20481	1	0.7465	HG03683x01
HG03683x01PE20482	0	0.0	HG03683x01
HG03683x01PE20483	1	0.8828	HG03683x01
HG03683x01PE20484	1	0.8878	HG03683x01
HG03683x01PE20485	0	0.0351	HG03683x01
HG03683x01PE20486	1	0.8252	HG03683x01
HG03683x01PE20487	1	0.6469	HG03683x01
HG03683x01PE20488	1	0.8723	HG03683x01
HG03683x01PE20489	1	0.9266	HG03683x01
HG03683x01PE20490	1	0.8841	HG03683x01
HG03683x01PE20491	1	0.9337	HG03683x01
HG03683x01PE20492	1	0.802	HG03683x01
HG03683x01PE20493	0	0.3036	HG03683x01
HG03683x01PE20494	0	0.2814	HG03683x01
HG03683x01PE20495	1	0.8831	HG03683x01
HG03683x01PE20496	0	0.0012	HG03683x01
