cell	prediction	probability	sample
HG02818x02PE20301	1	0.8946	HG02818x02
HG02818x02PE20302	1	0.8578	HG02818x02
HG02818x02PE20303	1	0.8876	HG02818x02
HG02818x02PE20304	1	0.9327	HG02818x02
HG02818x02PE20305	1	0.8441	HG02818x02
HG02818x02PE20306	1	0.8544	HG02818x02
HG02818x02PE20307	1	0.8335	HG02818x02
HG02818x02PE20308	1	0.8744	HG02818x02
HG02818x02PE20309	1	0.9143	HG02818x02
HG02818x02PE20310	1	0.8401	HG02818x02
HG02818x02PE20311	1	0.6062	HG02818x02
HG02818x02PE20312	1	0.8771	HG02818x02
HG02818x02PE20313	0	0.0324	HG02818x02
HG02818x02PE20314	1	0.8895	HG02818x02
HG02818x02PE20315	1	0.8924	HG02818x02
HG02818x02PE20316	1	0.8839	HG02818x02
HG02818x02PE20317	1	0.9079	HG02818x02
HG02818x02PE20318	1	0.8942	HG02818x02
HG02818x02PE20319	1	0.9315	HG02818x02
HG02818x02PE20320	0	0.0	HG02818x02
HG02818x02PE20321	1	0.873	HG02818x02
HG02818x02PE20322	1	0.9117	HG02818x02
HG02818x02PE20323	1	0.8953	HG02818x02
HG02818x02PE20324	1	0.9113	HG02818x02
HG02818x02PE20325	1	0.8762	HG02818x02
HG02818x02PE20326	0	0.0709	HG02818x02
HG02818x02PE20327	1	0.8982	HG02818x02
HG02818x02PE20328	1	0.8103	HG02818x02
HG02818x02PE20329	1	0.8752	HG02818x02
HG02818x02PE20330	1	0.8567	HG02818x02
HG02818x02PE20331	1	0.9196	HG02818x02
HG02818x02PE20332	1	0.7944	HG02818x02
HG02818x02PE20333	1	0.883	HG02818x02
HG02818x02PE20334	1	0.8291	HG02818x02
HG02818x02PE20335	1	0.815	HG02818x02
HG02818x02PE20336	1	0.5239	HG02818x02
HG02818x02PE20337	1	0.8727	HG02818x02
HG02818x02PE20338	1	0.9187	HG02818x02
HG02818x02PE20339	1	0.8521	HG02818x02
HG02818x02PE20340	1	0.895	HG02818x02
HG02818x02PE20341	0	0.0056	HG02818x02
HG02818x02PE20342	1	0.8584	HG02818x02
HG02818x02PE20343	0	0.1776	HG02818x02
HG02818x02PE20344	1	0.8499	HG02818x02
HG02818x02PE20345	1	0.8612	HG02818x02
HG02818x02PE20346	1	0.927	HG02818x02
HG02818x02PE20347	1	0.8715	HG02818x02
HG02818x02PE20348	1	0.8671	HG02818x02
HG02818x02PE20349	1	0.8534	HG02818x02
HG02818x02PE20350	1	0.77	HG02818x02
HG02818x02PE20351	1	0.9258	HG02818x02
HG02818x02PE20352	1	0.8957	HG02818x02
HG02818x02PE20353	1	0.8728	HG02818x02
HG02818x02PE20354	1	0.9023	HG02818x02
HG02818x02PE20355	1	0.8893	HG02818x02
HG02818x02PE20356	0	0.4205	HG02818x02
HG02818x02PE20357	1	0.8376	HG02818x02
HG02818x02PE20358	1	0.8802	HG02818x02
HG02818x02PE20359	0	0.0	HG02818x02
HG02818x02PE20360	1	0.905	HG02818x02
HG02818x02PE20361	0	0.191	HG02818x02
HG02818x02PE20362	0	0.2954	HG02818x02
HG02818x02PE20363	1	0.7965	HG02818x02
HG02818x02PE20364	1	0.7984	HG02818x02
HG02818x02PE20365	0	0.3556	HG02818x02
HG02818x02PE20366	1	0.8668	HG02818x02
HG02818x02PE20367	1	0.9225	HG02818x02
HG02818x02PE20368	1	0.8911	HG02818x02
HG02818x02PE20369	1	0.8469	HG02818x02
HG02818x02PE20370	1	0.9195	HG02818x02
HG02818x02PE20371	1	0.8599	HG02818x02
HG02818x02PE20372	1	0.8259	HG02818x02
HG02818x02PE20373	1	0.9158	HG02818x02
HG02818x02PE20374	1	0.7263	HG02818x02
HG02818x02PE20375	1	0.9357	HG02818x02
HG02818x02PE20376	1	0.8518	HG02818x02
HG02818x02PE20377	1	0.815	HG02818x02
HG02818x02PE20378	1	0.9126	HG02818x02
HG02818x02PE20379	1	0.8793	HG02818x02
HG02818x02PE20380	1	0.7398	HG02818x02
HG02818x02PE20381	1	0.8765	HG02818x02
HG02818x02PE20382	0	0.234	HG02818x02
HG02818x02PE20383	0	0.0	HG02818x02
HG02818x02PE20384	1	0.8859	HG02818x02
HG02818x02PE20385	0	0.0	HG02818x02
HG02818x02PE20386	0	0.0	HG02818x02
HG02818x02PE20387	0	0.0	HG02818x02
HG02818x02PE20388	1	0.8666	HG02818x02
HG02818x02PE20389	1	0.8625	HG02818x02
HG02818x02PE20390	1	0.8874	HG02818x02
HG02818x02PE20391	0	0.0	HG02818x02
HG02818x02PE20392	1	0.8652	HG02818x02
HG02818x02PE20393	0	0.0	HG02818x02
HG02818x02PE20394	1	0.8744	HG02818x02
HG02818x02PE20395	0	0.0	HG02818x02
HG02818x02PE20396	0	0.0	HG02818x02
