cell	prediction	probability	sample
HG00864x02PE20301	0	0.0	HG00864x02
HG00864x02PE20302	1	0.9117	HG00864x02
HG00864x02PE20303	0	0.0	HG00864x02
HG00864x02PE20304	1	0.784	HG00864x02
HG00864x02PE20305	1	0.7723	HG00864x02
HG00864x02PE20306	1	0.8829	HG00864x02
HG00864x02PE20307	0	0.0	HG00864x02
HG00864x02PE20308	0	0.0	HG00864x02
HG00864x02PE20309	0	0.003	HG00864x02
HG00864x02PE20310	1	0.8528	HG00864x02
HG00864x02PE20311	1	0.9245	HG00864x02
HG00864x02PE20312	1	0.6533	HG00864x02
HG00864x02PE20313	1	0.6216	HG00864x02
HG00864x02PE20314	0	0.0192	HG00864x02
HG00864x02PE20315	1	0.9182	HG00864x02
HG00864x02PE20316	0	0.0	HG00864x02
HG00864x02PE20317	1	0.8978	HG00864x02
HG00864x02PE20318	1	0.7083	HG00864x02
HG00864x02PE20319	1	0.8699	HG00864x02
HG00864x02PE20320	1	0.8749	HG00864x02
HG00864x02PE20321	0	0.0	HG00864x02
HG00864x02PE20322	0	0.1707	HG00864x02
HG00864x02PE20323	1	0.8657	HG00864x02
HG00864x02PE20324	0	0.0	HG00864x02
HG00864x02PE20325	1	0.8409	HG00864x02
HG00864x02PE20326	0	0.0199	HG00864x02
HG00864x02PE20327	0	0.2971	HG00864x02
HG00864x02PE20328	0	0.0	HG00864x02
HG00864x02PE20329	1	0.8065	HG00864x02
HG00864x02PE20330	1	0.8515	HG00864x02
HG00864x02PE20331	1	0.8449	HG00864x02
HG00864x02PE20332	0	0.0	HG00864x02
HG00864x02PE20333	0	0.0	HG00864x02
HG00864x02PE20334	1	0.7241	HG00864x02
HG00864x02PE20335	1	0.8513	HG00864x02
HG00864x02PE20336	1	0.8014	HG00864x02
HG00864x02PE20337	0	0.0283	HG00864x02
HG00864x02PE20338	1	0.5816	HG00864x02
HG00864x02PE20339	1	0.7804	HG00864x02
HG00864x02PE20340	0	0.0	HG00864x02
HG00864x02PE20341	0	0.3982	HG00864x02
HG00864x02PE20342	1	0.8514	HG00864x02
HG00864x02PE20343	1	0.8911	HG00864x02
HG00864x02PE20344	1	0.6737	HG00864x02
HG00864x02PE20345	0	0.0027	HG00864x02
HG00864x02PE20346	1	0.7788	HG00864x02
HG00864x02PE20347	1	0.8909	HG00864x02
HG00864x02PE20348	0	0.0	HG00864x02
HG00864x02PE20349	0	0.4932	HG00864x02
HG00864x02PE20350	1	0.8712	HG00864x02
HG00864x02PE20351	1	0.5	HG00864x02
HG00864x02PE20352	1	0.857	HG00864x02
HG00864x02PE20353	1	0.9217	HG00864x02
HG00864x02PE20354	1	0.8106	HG00864x02
HG00864x02PE20355	0	0.0126	HG00864x02
HG00864x02PE20356	0	0.0	HG00864x02
HG00864x02PE20357	1	0.875	HG00864x02
HG00864x02PE20358	0	0.0235	HG00864x02
HG00864x02PE20359	1	0.8644	HG00864x02
HG00864x02PE20360	1	0.8831	HG00864x02
HG00864x02PE20361	1	0.8222	HG00864x02
HG00864x02PE20362	0	0.0	HG00864x02
HG00864x02PE20363	0	0.0	HG00864x02
HG00864x02PE20364	1	0.7495	HG00864x02
HG00864x02PE20365	0	0.3567	HG00864x02
HG00864x02PE20366	0	0.0259	HG00864x02
HG00864x02PE20367	1	0.9018	HG00864x02
HG00864x02PE20368	0	0.0511	HG00864x02
HG00864x02PE20369	0	0.0	HG00864x02
HG00864x02PE20370	1	0.7754	HG00864x02
HG00864x02PE20371	0	0.0	HG00864x02
HG00864x02PE20372	0	0.0	HG00864x02
HG00864x02PE20373	0	0.0	HG00864x02
HG00864x02PE20374	0	0.0	HG00864x02
HG00864x02PE20375	0	0.0	HG00864x02
HG00864x02PE20376	0	0.0	HG00864x02
HG00864x02PE20377	1	0.8919	HG00864x02
HG00864x02PE20378	0	0.0017	HG00864x02
HG00864x02PE20379	0	0.0	HG00864x02
HG00864x02PE20380	0	0.0	HG00864x02
HG00864x02PE20381	0	0.0	HG00864x02
HG00864x02PE20382	0	0.0	HG00864x02
HG00864x02PE20383	0	0.0	HG00864x02
HG00864x02PE20384	0	0.0	HG00864x02
HG00864x02PE20385	1	0.7792	HG00864x02
HG00864x02PE20386	0	0.0033	HG00864x02
HG00864x02PE20387	0	0.0001	HG00864x02
HG00864x02PE20388	0	0.0	HG00864x02
HG00864x02PE20389	0	0.0	HG00864x02
HG00864x02PE20390	0	0.0	HG00864x02
HG00864x02PE20391	0	0.0	HG00864x02
HG00864x02PE20392	0	0.0	HG00864x02
HG00864x02PE20393	0	0.0	HG00864x02
HG00864x02PE20394	0	0.0	HG00864x02
HG00864x02PE20395	0	0.0	HG00864x02
HG00864x02PE20396	0	0.0	HG00864x02
